quarter_index_zero_based,coarse_increment_mwh,native_increment_mwh,signed_discrepancy_mwh
45,3.261280134836397e-18,-0.00021674883624456194,0.0002167488362445652
46,0.0022271928990332548,4.099548296028901e-05,0.0021861974160729655
47,1.9567680809018383e-17,-0.0015933263286503222,0.0015933263286503417
48,-5.536351519074917e-18,-0.0007361106969247707,0.0007361106969247652
49,3.261280134836397e-18,-0.00045139659594169124,0.0004513965959416945
50,3.261280134836397e-18,-0.0003274944853597751,0.00032749448535977836
51,6.522560269672794e-18,-0.00029229065133296717,0.0002922906513329737
52,-1.8454505063583054e-18,-0.0003029623159476169,0.00030296231594761507
53,2.445960101127298e-18,-0.0001328139257860722,0.00013281392578607464
54,6.114900252818245e-19,-8.452745680920088e-05,8.45274568092015e-05
55,-0.0,-4.843221254707686e-05,4.843221254707686e-05
56,2.0383000842727482e-19,-0.00010969991248434501,0.00010969991248434521
57,-0.010089003148053137,-0.01105230466454954,0.0009633015164964027
