step_seconds,intervals,H0_mwh,exact_coarse_mwh,native_lower_mwh,native_lower_source,native_upper_mwh,native_upper_type,capacity_free_upper_mwh,native_bracket_mwh,native_gap_pct_upper,native_exclusion_margin_mwh,coarse_gain_mwh,conclusion
60,305220,508.70000000000005,508.93029035222395,506.66205177466287,guided_witness_60s_capacityfree_guide_policy0.json,508.60837399349543,capacity-free evaluated dual,508.60837399349543,1.946322218832563,0.38267600738666846,0.09162600650461172,0.23029035222390348,aggregation false positive
300,61044,508.70000000000005,510.19972716888907,504.88375937214926,guided_witness_300s_capacityfree_guide_policy0.json,507.00793683452457,capacity-free evaluated dual,507.00793683452457,2.1241774623753145,0.41896335501915344,1.6920631654754743,1.4997271688890237,aggregation false positive
900,20348,508.70000000000005,512.8566778258428,502.79056572048813,refined 900 s witness repeated,502.81146570412585,"finite capacity, 20 inverse supports",503.3690811589013,0.020899983637718833,0.004156624314135511,5.888534295874194,4.156677825842735,aggregation false positive
