period,capacity_mwh,reserve_mw,supply_mw,model,native_deficit_mwh,predicted_deficit_mwh,requested_reserve_mwh,hydrogen_energy_mwh,baseline_charge_mwh,maximum_state_error_mwh,initial_inventory_mwh,terminal_inventory_mwh,hours,native_deficit_pct,predicted_deficit_pct,terminal_restoration_mwh,restored_hydrogen_energy_mwh,restored_hydrogen_change_mwh
calibration,0.25,0.25,0.5,native,0.6262920741218723,0.6262920741218723,104.33515869615918,2188.4972121557985,-16.997212155798465,0.0,0.125,0.1340337440734993,4343.0,0.6002694412395881,0.6002694412395881,-0.008491719429089342,2188.5057038752275,17.005703875227482
calibration,0.25,0.25,0.5,quarter,1.5020114633762147,0.5654457046483655,104.33515869615918,2190.0103045575734,-18.51030455757355,0.119105336770822,0.125,0.1360017984144924,4343.0,1.439602414129943,0.5419512575765899,-0.010341690509622848,2190.020646248083,18.520646248082812
calibration,0.25,0.25,0.75,5minute,0.7666667283077799,0.6110782607599589,104.33515869615918,3274.844963805213,-17.594963805213037,0.077891454637001,0.125,0.1341375778351311,4343.0,0.7348114843438703,0.5856877666132827,-0.008589323165023244,3274.853553128378,17.603553128377825
calibration,0.25,0.25,0.75,envelope,0.6262920741217548,0.626292074039471,104.33515869615918,3274.2472121557985,-16.997212155798437,3.180372631916839e-13,0.125,0.1340337440735013,4343.0,0.6002694412394756,0.6002694411606107,-0.008491719429091221,3274.2557038752275,17.005703875227482
calibration,0.25,0.25,0.75,gross,0.6288501877442956,0.0,104.33515869615918,3274.273626944299,-17.02362694429901,0.0100727384859984,0.125,0.1360454336470843,4343.0,0.6027212644355185,,-0.010382707628259238,3274.284009651927,17.034009651927136
calibration,0.25,0.25,0.75,minute,0.6208047671663235,0.6240379107395527,104.33515869615918,3274.376008758203,-17.12600875820298,0.0209688808670957,0.125,0.1340021548291268,4343.0,0.5950101336158476,0.5981089390555794,-0.008462025539379199,3274.3844707837425,17.134470783742472
calibration,0.25,0.25,0.75,native,0.6262920741218723,0.6262920741218723,104.33515869615918,3274.2472121557985,-16.997212155798465,0.0,0.125,0.1340337440734993,4343.0,0.6002694412395881,0.6002694412395881,-0.008491719429089342,3274.2557038752275,17.005703875227482
calibration,0.25,0.25,0.75,quarter,1.5020114633762147,0.5654457046483655,104.33515869615918,3275.7603045575734,-18.51030455757355,0.119105336770822,0.125,0.1360017984144924,4343.0,1.439602414129943,0.5419512575765899,-0.010341690509622848,3275.770646248083,18.520646248082812
calibration,0.25,0.5,0.25,5minute,18.865168308131786,19.055779958385838,208.67031739231837,1116.7042844525035,-30.954284452503583,0.0221095512871432,0.125,0.1496278777112819,4343.0,9.04065731239754,9.132003150481298,-0.02315020504860497,1116.727434657552,30.977434657552067
calibration,0.25,0.5,0.25,envelope,19.301390660503245,19.301390660435878,208.67031739231837,1115.6246658071582,-29.874665807158095,1.3153367284246542e-13,0.125,0.1480633710495666,4343.0,9.249705900535412,9.249705900503129,-0.021679568786592603,1115.6463453759447,29.896345375944748
