period,capacity_mwh,eta,horizon_hours,measured_feedback,model,deficit_mwh,requested_mwh,hydrogen_energy_mwh,max_state_error,initial_inventory,terminal_inventory,deficit_pct,terminal_restoration_mwh,restored_hydrogen_energy_mwh
calibration,0.5,0.94,0.25,True,quarter,5.9191642335075585,313.00547608849115,2221.7702815722578,0.0377562407157477,0.25,0.2635299275192743,1.8910736986065144,-0.01271813186811783,2221.782999704126
calibration,0.5,0.94,4.0,False,5minute,69.54861897720265,313.00547608849115,2201.048178668431,0.0224895500736505,0.25,0.2037769844811192,22.219617319902817,0.049173420764766815,2200.999005247666
calibration,0.5,0.94,4.0,False,envelope,69.93514084186347,313.00547608849115,2200.271793599191,2.77944334214908e-13,0.25,0.2037460011755592,22.34310457306242,0.04920638172812852,2200.2225872174627
calibration,0.5,0.94,4.0,False,gross,69.26943725632944,313.00547608849115,2200.7085568537514,0.0567749292176449,0.25,0.2080741186458909,22.13042344241478,0.0446020014405416,2200.663954852311
calibration,0.5,0.94,4.0,False,minute,69.86843867821642,313.00547608849115,2200.4469170269635,0.0044843403547337,0.25,0.2037991239264846,22.321794350480825,0.04914986816331425,2200.3977671588004
calibration,0.5,0.94,4.0,False,native,69.93514084186461,313.00547608849115,2200.27179359919,0.0,0.25,0.2037460011755532,22.343104573062785,0.04920638172813491,2200.2225872174618
calibration,0.5,0.94,4.0,False,quarter,68.75483427399361,313.00547608849115,2202.418718455335,0.0793176207710285,0.25,0.2080393022000772,21.966016420286408,0.04463904021268385,2202.374079415122
calibration,0.5,0.94,4.0,True,5minute,69.93514084186461,313.00547608849115,2200.27179359919,0.0141486428205492,0.25,0.2037460011755532,22.343104573062785,0.04920638172813491,2200.2225872174618
calibration,0.5,0.94,4.0,True,envelope,69.93514084186461,313.00547608849115,2200.27179359919,2.4480417692984705e-14,0.25,0.2037460011755532,22.343104573062785,0.04920638172813491,2200.2225872174618
calibration,0.5,0.94,4.0,True,gross,69.93514084186461,313.00547608849115,2200.27179359919,0.0567486663624299,0.25,0.2037460011755532,22.343104573062785,0.04920638172813491,2200.2225872174618
calibration,0.5,0.94,4.0,True,minute,69.93514084186461,313.00547608849115,2200.27179359919,0.0008779357782909,0.25,0.2037460011755532,22.343104573062785,0.04920638172813491,2200.2225872174618
calibration,0.5,0.94,4.0,True,native,69.93514084186461,313.00547608849115,2200.27179359919,0.0,0.25,0.2037460011755532,22.343104573062785,0.04920638172813491,2200.2225872174618
calibration,0.5,0.94,4.0,True,quarter,69.93514084186461,313.00547608849115,2200.27179359919,0.0642280384983103,0.25,0.2037460011755532,22.343104573062785,0.04920638172813491,2200.2225872174618
calibration,0.5,0.98,1.0,False,5minute,12.727021371093482,313.00547608849115,2234.049573091408,0.0396164927395377,0.25,0.2856917757775112,4.066069875242492,-0.03497794026196098,2234.08455103167
calibration,0.5,0.98,1.0,False,envelope,13.064586469761675,313.00547608849115,2233.3809151589685,4.952704912852823e-13,0.25,0.2846540657091957,4.173916262751943,-0.0339609843950118,2233.4148761433635
calibration,0.5,0.98,1.0,False,gross,12.594104204665904,313.00547608849115,2233.8036357016754,0.0362151696662152,0.25,0.291959066750076,4.02360506980567,-0.04111988541507447,2233.8447555870903
calibration,0.5,0.98,1.0,False,minute,13.00609439893226,313.00547608849115,2233.5189701683057,0.0052591559000107,0.25,0.2846242415945708,4.155229027128986,-0.033931756762679365,2233.5529019250685
calibration,0.5,0.98,1.0,False,native,13.064586469762734,313.00547608849115,2233.380915158968,0.0,0.25,0.2846540657091849,4.1739162627522814,-0.03396098439500119,2233.414876143363
calibration,0.5,0.98,1.0,False,quarter,12.263912638158173,313.00547608849115,2235.154428859836,0.0836322355475425,0.25,0.2914319563778209,3.9181144021553753,-0.04060331725026446,2235.1950321770864
